cnpj,razão social,Celular,Estado,quantidade de linhas,cidade,cep,endereço
11747778000185,KALEB BRASIL INFORMATICA LTDA,19998363597,SP,7,VINHEDO,13280073,R SANTOS DUMONT
11747778000185,KALEB BRASIL INFORMATICA LTDA,19998368108,SP,7,VINHEDO,13280073,R SANTOS DUMONT
9340384000166,FLAVIO APARECIDO JANUNZZI,16996226119,SP,2,ITAPOLIS,14900000,RUA GOIAS
9340384000166,FLAVIO APARECIDO JANUNZZI,16997353483,SP,2,ITAPOLIS,14900000,RUA GOIAS
4384492000117,MANEJO AGRICOLA REPRESENTACOES LTDA,16991580622,SP,9,RIBEIRAO PRETO,14020700,R TAMOIOS 421 APT 111
4384492000117,MANEJO AGRICOLA REPRESENTACOES LTDA,16982130118,SP,9,RIBEIRAO PRETO,14020700,R TAMOIOS 421 APT 111
4384492000117,MANEJO AGRICOLA REPRESENTACOES LTDA,16992033187,SP,9,RIBEIRAO PRETO,14020700,R TAMOIOS 421 APT 111
4384492000117,MANEJO AGRICOLA REPRESENTACOES LTDA,16991842998,SP,9,RIBEIRAO PRETO,14020700,R TAMOIOS 421 APT 111
4384492000117,MANEJO AGRICOLA REPRESENTACOES LTDA,16991559966,SP,9,RIBEIRAO PRETO,14020700,R TAMOIOS 421 APT 111
4384492000117,MANEJO AGRICOLA REPRESENTACOES LTDA,16991725282,SP,9,RIBEIRAO PRETO,14020700,R TAMOIOS 421 APT 111
4384492000117,MANEJO AGRICOLA REPRESENTACOES LTDA,16982130099,SP,9,RIBEIRAO PRETO,14020700,R TAMOIOS 421 APT 111
4384492000117,MANEJO AGRICOLA REPRESENTACOES LTDA,16991042749,SP,9,RIBEIRAO PRETO,14020700,R TAMOIOS 421 APT 111
31124556000113,LUIS HENRIQUE DA SILVA COSTA,11981357647,SP,4,JUNDIAI,13209430,AV PREFEITO LUIS LATORRE
31124556000113,LUIS HENRIQUE DA SILVA COSTA,11996613737,SP,4,JUNDIAI,13209430,AV PREFEITO LUIS LATORRE
31124556000113,LUIS HENRIQUE DA SILVA COSTA,11942903732,SP,4,JUNDIAI,13209430,AV PREFEITO LUIS LATORRE
31124556000113,LUIS HENRIQUE DA SILVA COSTA,11964794075,SP,4,JUNDIAI,13209430,AV PREFEITO LUIS LATORRE
18718439000110,ELIZA F. DA S. BERNARDO SUPLEMENTOS ALIMENTARES E ARTIGOS ESPORTIVOS,19999645038,SP,1,MOGI GUACU,13847055,R OLIMPIO DE OLIVEIRA 131
3963078000108,ANTONIO ROBERTO RODRIGUES BOITUVA ME,15974018972,SP,1,BOITUVA,18550001,R BENEDITO MAZULQUIM 218
29533465000190,CRISTIANE ILIDIA FERREIRA 35138406833,16997938186,SP,1,IBITINGA,14940100,R JOSE CUSTODIO 916 SALA 24
20261323000146,ALISON DE PAULA MARSELLO,16996368594,SP,2,TABATINGA,14915000,AV TIRADENTES
20261323000146,ALISON DE PAULA MARSELLO,16997513495,SP,2,TABATINGA,14915000,AV TIRADENTES
67785097000166,BORDIGNON CONFECCOES E CALCADOS LTDA,19981810488,SP,5,STA BARBARA D'OESTE,13450013,R STA BARBARA 701 701
67785097000166,BORDIGNON CONFECCOES E CALCADOS LTDA,19992396821,SP,5,STA BARBARA D'OESTE,13450013,R STA BARBARA 701 701
67785097000166,BORDIGNON CONFECCOES E CALCADOS LTDA,19993476706,SP,5,STA BARBARA D'OESTE,13450013,R STA BARBARA 701 701
67785097000166,BORDIGNON CONFECCOES E CALCADOS LTDA,19992223706,SP,5,STA BARBARA D'OESTE,13450013,R STA BARBARA 701 701
67785097000166,BORDIGNON CONFECCOES E CALCADOS LTDA,19992532614,SP,5,STA BARBARA D'OESTE,13450013,R STA BARBARA 701 701
30571841000110,MARCO AURELIO DE SOUZA TAVARES 30997345861,11944654153,SP,3,SOCORRO,13960000,"EST BAIRRO DAS LAVRAS DE CIMA, SN, CASAMONT, LAVRAS"
30571841000110,MARCO AURELIO DE SOUZA TAVARES 30997345861,11997855045,SP,3,SOCORRO,13960000,"EST BAIRRO DAS LAVRAS DE CIMA, SN, CASAMONT, LAVRAS"
30571841000110,MARCO AURELIO DE SOUZA TAVARES 30997345861,19999395879,SP,3,SOCORRO,13960000,"EST BAIRRO DAS LAVRAS DE CIMA, SN, CASAMONT, LAVRAS"
9153898000102,ANTONIO CARLOS FIORI E CIA LTDA,16992166459,SP,6,BATATAIS,14300186,"R MARECHAL DEODORO, 46, CASTELO"
9153898000102,ANTONIO CARLOS FIORI E CIA LTDA,16992168973,SP,6,BATATAIS,14300186,"R MARECHAL DEODORO, 46, CASTELO"
9153898000102,ANTONIO CARLOS FIORI E CIA LTDA,16992212975,SP,6,BATATAIS,14300186,"R MARECHAL DEODORO, 46, CASTELO"
9153898000102,ANTONIO CARLOS FIORI E CIA LTDA,16992170713,SP,6,BATATAIS,14300186,"R MARECHAL DEODORO, 46, CASTELO"
9153898000102,ANTONIO CARLOS FIORI E CIA LTDA,16992223877,SP,6,BATATAIS,14300186,"R MARECHAL DEODORO, 46, CASTELO"
9153898000102,ANTONIO CARLOS FIORI E CIA LTDA,16982380130,SP,6,BATATAIS,14300186,"R MARECHAL DEODORO, 46, CASTELO"
18906626000127,R. MARSON GLP COMERCIAL LTDA,19996406314,SP,10,COSMOPOLIS,13150000,"AV DA SAUDADE, 913, VILA NOVA"
18906626000127,R. MARSON GLP COMERCIAL LTDA,19999511756,SP,10,COSMOPOLIS,13150000,"AV DA SAUDADE, 913, VILA NOVA"
18906626000127,R. MARSON GLP COMERCIAL LTDA,19998535798,SP,10,COSMOPOLIS,13150000,"AV DA SAUDADE, 913, VILA NOVA"
18906626000127,R. MARSON GLP COMERCIAL LTDA,19997847258,SP,10,COSMOPOLIS,13150000,"AV DA SAUDADE, 913, VILA NOVA"
18906626000127,R. MARSON GLP COMERCIAL LTDA,19997186015,SP,10,COSMOPOLIS,13150000,"AV DA SAUDADE, 913, VILA NOVA"
18906626000127,R. MARSON GLP COMERCIAL LTDA,19996696388,SP,10,COSMOPOLIS,13150000,"AV DA SAUDADE, 913, VILA NOVA"
18906626000127,R. MARSON GLP COMERCIAL LTDA,19998993790,SP,10,COSMOPOLIS,13150000,"AV DA SAUDADE, 913, VILA NOVA"
18906626000127,R. MARSON GLP COMERCIAL LTDA,19997426065,SP,10,COSMOPOLIS,13150000,"AV DA SAUDADE, 913, VILA NOVA"
36730234000131,AMANDA APARECIDA GEREMIAS DE ARAUJO 33496076836O,16992597769,SP,1,RIBEIRAO PRETO,14075625,RUA JOAO CANDIDO XAVIER
9498768000101,"ACRE - AR CONDICIONADO, REFRIGERACAO E ELETRICA LTDA",16992513650,SP,2,RIBEIRAO PRETO,14075050,R ITANHAEM 423
9498768000101,"ACRE - AR CONDICIONADO, REFRIGERACAO E ELETRICA LTDA",16996239627,SP,2,RIBEIRAO PRETO,14075050,R ITANHAEM 423
43893606000106,ANDERSON RODRIGUES 15752250854,11984403756,SP,1,S PAULO,2071001,RUA MARIA CANDIDA
28414017000104,ROBERVAL MELHADO BRAGA,17992003892,SP,2,S JOSE DO RIO PRETO,15092460,RUA ANTONIO EVARISTO CABRERA
28414017000104,ROBERVAL MELHADO BRAGA,17992002878,SP,2,S JOSE DO RIO PRETO,15092460,RUA ANTONIO EVARISTO CABRERA
42169603000161,RPO RECRUITMENT PROCESS OUTSOURCING LTDA,11965777249,SP,3,BARUERI,6454040,ALAMEDA AL MAMORE
42169603000161,RPO RECRUITMENT PROCESS OUTSOURCING LTDA,11965869244,SP,3,BARUERI,6454040,ALAMEDA AL MAMORE
42169603000161,RPO RECRUITMENT PROCESS OUTSOURCING LTDA,11931385130,SP,3,BARUERI,6454040,ALAMEDA AL MAMORE
40100177000184,L&M COMERCIO DE VESTUARIOS ACESSORIOS E DECORACAO LTDA,19974105908,SP,2,CAMPINAS,13098323,RUA TAPURU
40100177000184,L&M COMERCIO DE VESTUARIOS ACESSORIOS E DECORACAO LTDA,19998385248,SP,2,CAMPINAS,13098323,RUA TAPURU
29678450000110,GAL CONCEPT - COMERCIO DE MOVEIS LTDA,11964143119,SP,3,CAMPINAS,13092160,RUA DOM FRANCISCO DE CAMPOS BARRETO
29678450000110,GAL CONCEPT - COMERCIO DE MOVEIS LTDA,11963867469,SP,3,CAMPINAS,13092160,RUA DOM FRANCISCO DE CAMPOS BARRETO
29678450000110,GAL CONCEPT - COMERCIO DE MOVEIS LTDA,11937030166,SP,3,CAMPINAS,13092160,RUA DOM FRANCISCO DE CAMPOS BARRETO
31048678000178,GARANTE BLU SERVICOS CONDOMINIAIS LTDA,47992906134,SC,4,BLUMENAU,89056100,RUA FRITZ KOEGLER
31048678000178,GARANTE BLU SERVICOS CONDOMINIAIS LTDA,47992269086,SC,4,BLUMENAU,89056100,RUA FRITZ KOEGLER
31048678000178,GARANTE BLU SERVICOS CONDOMINIAIS LTDA,47991162628,SC,4,BLUMENAU,89056100,RUA FRITZ KOEGLER
5569263000130,ALGE ORGANIZACAO CONTABIL - EIRELI,11999511510,SP,7,JUNDIAI,13207270,RUA BOM JESUS DE PIRAPORA
5569263000130,ALGE ORGANIZACAO CONTABIL - EIRELI,11941853884,SP,7,JUNDIAI,13207270,RUA BOM JESUS DE PIRAPORA
5569263000130,ALGE ORGANIZACAO CONTABIL - EIRELI,11972684427,SP,7,JUNDIAI,13207270,RUA BOM JESUS DE PIRAPORA
5569263000130,ALGE ORGANIZACAO CONTABIL - EIRELI,11937567616,SP,7,JUNDIAI,13207270,RUA BOM JESUS DE PIRAPORA
5569263000130,ALGE ORGANIZACAO CONTABIL - EIRELI,11971912824,SP,7,JUNDIAI,13207270,RUA BOM JESUS DE PIRAPORA
5569263000130,ALGE ORGANIZACAO CONTABIL - EIRELI,11999749279,SP,7,JUNDIAI,13207270,RUA BOM JESUS DE PIRAPORA
5569263000130,ALGE ORGANIZACAO CONTABIL - EIRELI,11995544440,SP,7,JUNDIAI,13207270,RUA BOM JESUS DE PIRAPORA
2941456000181,LINETEC DO BRASIL LTDA,16993331000,SP,4,MATAO,15990522,RUA IZIDORO ADAIL BOTTESINI
2941456000181,LINETEC DO BRASIL LTDA,16997162437,SP,4,MATAO,15990522,RUA IZIDORO ADAIL BOTTESINI
2941456000181,LINETEC DO BRASIL LTDA,16997157405,SP,4,MATAO,15990522,RUA IZIDORO ADAIL BOTTESINI
2941456000181,LINETEC DO BRASIL LTDA,16999621249,SP,4,MATAO,15990522,RUA IZIDORO ADAIL BOTTESINI
10772433000119,REALIGRAF SERVICOS GRAFICOS LTDA,19974074858,SP,1,STA BARBARA D'OESTE,13457190,AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA
9375203000137,LIZIEN GELCIE M.N.MARCOS - COMERCIO DE ROUPAS E ACESSORIOS,11933556271,SP,1,JUNDIAI,13209201,RUA DO RETIRO
4821960000173,HIDROSENSE COM. D. SISTEMAS P. IRRIGACAO LTDA - ME,11996165758,SP,1,JUNDIAI,13207612,R S CAETANO
12128760000168,L M PAULON ARTIGOS PARA DECORACAO,11998456831,SP,2,BOITUVA,18552112,AVENIDA ANTONIO ANGELO AMADIO
12128760000168,L M PAULON ARTIGOS PARA DECORACAO,11998483723,SP,2,BOITUVA,18552112,AVENIDA ANTONIO ANGELO AMADIO
2582035000101,VIVIMED COMERCIAL LTDA,16991853521,SP,6,RIBEIRAO PRETO,14025210,R MARECHAL DEODORO 1572
2582035000101,VIVIMED COMERCIAL LTDA,16982330894,SP,6,RIBEIRAO PRETO,14025210,R MARECHAL DEODORO 1572
2582035000101,VIVIMED COMERCIAL LTDA,16982330893,SP,6,RIBEIRAO PRETO,14025210,R MARECHAL DEODORO 1572
2582035000101,VIVIMED COMERCIAL LTDA,16991854339,SP,6,RIBEIRAO PRETO,14025210,R MARECHAL DEODORO 1572
2582035000101,VIVIMED COMERCIAL LTDA,16991853680,SP,6,RIBEIRAO PRETO,14025210,R MARECHAL DEODORO 1572
2582035000101,VIVIMED COMERCIAL LTDA,16982456965,SP,6,RIBEIRAO PRETO,14025210,R MARECHAL DEODORO 1572
3302623000107,J C MARTINS,16997052662,SP,1,FRANCA,14403267,"R DAS PRIMAVERAS, 2291, LOJA 1"
15425423000120,VAPT-VAN TRANSPORTE CABREUVA LTDA,11940278428,SP,3,CABREUVA,13315000,AV PORTUGAL
15425423000120,VAPT-VAN TRANSPORTE CABREUVA LTDA,11940208474,SP,3,CABREUVA,13315000,AV PORTUGAL
15425423000120,VAPT-VAN TRANSPORTE CABREUVA LTDA,11947175826,SP,3,CABREUVA,13315000,AV PORTUGAL
24209052000130,ASSOCIACAO PORTAL VILLE GARDENIA,15996150785,SP,1,BOITUVA,18550000,MARIA GARCIA S FAVORETTI
54129515000115,CONDOMINIO FAZENDA VILA NAZARETH,11942328963,SP,3,AMPARO,13903050,ROD SP 95 KM 06 AMPARO B PT
54129515000115,CONDOMINIO FAZENDA VILA NAZARETH,11950278679,SP,3,AMPARO,13903050,ROD SP 95 KM 06 AMPARO B PT
54129515000115,CONDOMINIO FAZENDA VILA NAZARETH,11971208513,SP,3,AMPARO,13903050,ROD SP 95 KM 06 AMPARO B PT
7288994000132,RODRIGO AVANZZI FRANZOL,19981211934,SP,3,SALTINHO,13440000,R DOMINGOS PILON
7288994000132,RODRIGO AVANZZI FRANZOL,19981211877,SP,3,SALTINHO,13440000,R DOMINGOS PILON
7288994000132,RODRIGO AVANZZI FRANZOL,19981211799,SP,3,SALTINHO,13440000,R DOMINGOS PILON
7256577000108,MEK CONTABILIDADE S/S LTDA,19993414850,SP,5,PEDREIRA,13920000,AV DR SILVIO DE AGUIAR MAIA 499
7256577000108,MEK CONTABILIDADE S/S LTDA,19992461171,SP,5,PEDREIRA,13920000,AV DR SILVIO DE AGUIAR MAIA 499
7256577000108,MEK CONTABILIDADE S/S LTDA,19993414863,SP,5,PEDREIRA,13920000,AV DR SILVIO DE AGUIAR MAIA 499
7256577000108,MEK CONTABILIDADE S/S LTDA,19993414871,SP,5,PEDREIRA,13920000,AV DR SILVIO DE AGUIAR MAIA 499
7256577000108,MEK CONTABILIDADE S/S LTDA,19992991994,SP,5,PEDREIRA,13920000,AV DR SILVIO DE AGUIAR MAIA 499
22845471000133,MIRTES MARIA CARREIRA,16997286889,SP,3,IBITINGA,14940000,"AV ENGENHEIRO IVANIL FRANCISCHINI, 8, RESID"
22845471000133,MIRTES MARIA CARREIRA,16996093937,SP,3,IBITINGA,14940000,"AV ENGENHEIRO IVANIL FRANCISCHINI, 8, RESID"
22845471000133,MIRTES MARIA CARREIRA,16997029724,SP,3,IBITINGA,14940000,"AV ENGENHEIRO IVANIL FRANCISCHINI, 8, RESID"
5955212000146,CARPINTARIA E MARCENARIA RIBEIRO LTDA,19997273928,SP,1,DIVINOLANDIA,13780000,R COR JOSE LEOPOLDINO
18304011000120,MANZATO & MANZATO TORREFACAO LTDA,19997287618,SP,1,MOGI GUACU,13845510,"FAZ SAO LUIZ, SN, NOVA LOUZA"
10642557000180,ABNER PEREIRA DE CAMARGO - ME,15996998529,SP,3,PORTO FELIZ,18540000,AV SANTA ROSA
10642557000180,ABNER PEREIRA DE CAMARGO - ME,15996817038,SP,3,PORTO FELIZ,18540000,AV SANTA ROSA
10642557000180,ABNER PEREIRA DE CAMARGO - ME,15998182954,SP,3,PORTO FELIZ,18540000,AV SANTA ROSA
6698676000187,TEXS SERVICOS DE INFORMATICA LTDA,11973219913,SP,2,JUNDIAI,13208140,"R ABILIO FIGUEIREDO, 92, SL114 115"
6698676000187,TEXS SERVICOS DE INFORMATICA LTDA,11996445608,SP,2,JUNDIAI,13208140,"R ABILIO FIGUEIREDO, 92, SL114 115"
7800127000134,AFINCO EMPREENDIMENTOS E PARTICIPACOES S/S LTDA. - ME,11999703288,SP,3,JUNDIAI,13212070,AV BENEDICTO CASTILHO DE ANDRADE 708 SALA 04
7800127000134,AFINCO EMPREENDIMENTOS E PARTICIPACOES S/S LTDA. - ME,11995839145,SP,3,JUNDIAI,13212070,AV BENEDICTO CASTILHO DE ANDRADE 708 SALA 04
7800127000134,AFINCO EMPREENDIMENTOS E PARTICIPACOES S/S LTDA. - ME,11998199557,SP,3,JUNDIAI,13212070,AV BENEDICTO CASTILHO DE ANDRADE 708 SALA 04
11736405000109,ARAUJO RTC - GESTAO DE RISCOS LTDA,16996252087,SP,13,RIBEIRAO PRETO,14020750,"AV MAURILIO BIAGI, 800 S1110"
11736405000109,ARAUJO RTC - GESTAO DE RISCOS LTDA,16991773437,SP,13,RIBEIRAO PRETO,14020750,"AV MAURILIO BIAGI, 800 S1110"
8520923000186,R C A AUTOMACAO INDUSTRIAL LTDA - EPP,19999676262,SP,3,PIRACICABA,13412415,RUA PAULO DOMINGOS BONILHA
46428470000151,TERRAPLENAGEM BASSI LTDA - EPP,19993045963,SP,2,S JOAO DA BOA VISTA,13874690,AV TREZE DE MAIO 365
46428470000151,TERRAPLENAGEM BASSI LTDA - EPP,19993046483,SP,2,S JOAO DA BOA VISTA,13874690,AV TREZE DE MAIO 365
20174415000199,MASSI INDUSTRIA E COM DE MOVEIS LTDA - ME,19998300935,SP,6,PIRACICABA,13417620,RUA R CAPITAO MOR GOES ARANHA
20174415000199,MASSI INDUSTRIA E COM DE MOVEIS LTDA - ME,19999502002,SP,6,PIRACICABA,13417620,RUA R CAPITAO MOR GOES ARANHA
20174415000199,MASSI INDUSTRIA E COM DE MOVEIS LTDA - ME,19997665301,SP,6,PIRACICABA,13417620,RUA R CAPITAO MOR GOES ARANHA
20174415000199,MASSI INDUSTRIA E COM DE MOVEIS LTDA - ME,19997653005,SP,6,PIRACICABA,13417620,RUA R CAPITAO MOR GOES ARANHA
20174415000199,MASSI INDUSTRIA E COM DE MOVEIS LTDA - ME,19999990080,SP,6,PIRACICABA,13417620,RUA R CAPITAO MOR GOES ARANHA
20174415000199,MASSI INDUSTRIA E COM DE MOVEIS LTDA - ME,19999990090,SP,6,PIRACICABA,13417620,RUA R CAPITAO MOR GOES ARANHA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19997252503,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19983070054,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19998677740,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19983070053,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19983070021,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19983070036,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19996008223,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19983070030,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19997360624,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
15179761000120,LAURO DE PAIVA RESTIFFE FILHO,19983070039,SP,10,S JOAO DA BOA VISTA,13870249,R CEL ERNESTO DE OLIVEIRA
4551224000142,FERNANDA HENTZ,19981833932,SP,2,PIRACICABA,13405217,AV RUI BARBOSA 606
4551224000142,FERNANDA HENTZ,19982177689,SP,2,PIRACICABA,13405217,AV RUI BARBOSA 606
50734029000175,REGISTRO CIVIL DAS P N E T DE N DO DISTR DE IGARAI,19992057765,SP,2,MOCOCA,13730330,R WALDEMAR PAVAN
50734029000175,REGISTRO CIVIL DAS P N E T DE N DO DISTR DE IGARAI,19997975280,SP,2,MOCOCA,13730330,R WALDEMAR PAVAN
20382696000175,JCZ CLINICA VETERINARIA LTDA - EPP,19992093797,SP,2,AMERICANA,13473200,R JOAO BERNESTEIN
20382696000175,JCZ CLINICA VETERINARIA LTDA - EPP,19981698513,SP,2,AMERICANA,13473200,R JOAO BERNESTEIN
5192649000175,LAZINHO ADVOGADOS ASSOCIADOS,19992946745,SP,5,AMERICANA,13465520,R WASHINGTON LUIZ 1051
5192649000175,LAZINHO ADVOGADOS ASSOCIADOS,19992946706,SP,5,AMERICANA,13465520,R WASHINGTON LUIZ 1051
5192649000175,LAZINHO ADVOGADOS ASSOCIADOS,19992946749,SP,5,AMERICANA,13465520,R WASHINGTON LUIZ 1051
5192649000175,LAZINHO ADVOGADOS ASSOCIADOS,19992946735,SP,5,AMERICANA,13465520,R WASHINGTON LUIZ 1051
5192649000175,LAZINHO ADVOGADOS ASSOCIADOS,19992946731,SP,5,AMERICANA,13465520,R WASHINGTON LUIZ 1051
6376639000152,BELLA CHILD CONFECCOES LTDA,15997770028,SP,6,TIETE,18530000,RUA NAPOEAO CITRONI
6376639000152,BELLA CHILD CONFECCOES LTDA,15991126111,SP,6,TIETE,18530000,RUA NAPOEAO CITRONI
6376639000152,BELLA CHILD CONFECCOES LTDA,15997769898,SP,6,TIETE,18530000,RUA NAPOEAO CITRONI
6376639000152,BELLA CHILD CONFECCOES LTDA,15991108889,SP,6,TIETE,18530000,RUA NAPOEAO CITRONI
20837818000170,ALVES MATERIAL RODANTE EIRELI - ME,16996118597,SP,10,PONTAL,14180000,"R RUI BARBOSA, 318, VL ADELAIDE"
20837818000170,ALVES MATERIAL RODANTE EIRELI - ME,16997619099,SP,10,PONTAL,14180000,"R RUI BARBOSA, 318, VL ADELAIDE"
20837818000170,ALVES MATERIAL RODANTE EIRELI - ME,16997380691,SP,10,PONTAL,14180000,"R RUI BARBOSA, 318, VL ADELAIDE"
15631142000124,DISCAO COMERCIO DE PISOS LTDA,11976563422,SP,4,JUNDIAI,13207145,AV DR ODIL CAMPOS DE SAES 48 SALAO 03
15631142000124,DISCAO COMERCIO DE PISOS LTDA,11972835408,SP,4,JUNDIAI,13207145,AV DR ODIL CAMPOS DE SAES 48 SALAO 03
15631142000124,DISCAO COMERCIO DE PISOS LTDA,11956528942,SP,4,JUNDIAI,13207145,AV DR ODIL CAMPOS DE SAES 48 SALAO 03
15631142000124,DISCAO COMERCIO DE PISOS LTDA,11999140304,SP,4,JUNDIAI,13207145,AV DR ODIL CAMPOS DE SAES 48 SALAO 03
20425889000166,IMOBILIARIA E ADMINISTRADORA DE IMOVEIS ONIX LTDA,15996824218,SP,4,BOITUVA,18550000,R ZELIA DE LIMA ROSA 780
20425889000166,IMOBILIARIA E ADMINISTRADORA DE IMOVEIS ONIX LTDA,15998080807,SP,4,BOITUVA,18550000,R ZELIA DE LIMA ROSA 780
20425889000166,IMOBILIARIA E ADMINISTRADORA DE IMOVEIS ONIX LTDA,15996244425,SP,4,BOITUVA,18550000,R ZELIA DE LIMA ROSA 780
20425889000166,IMOBILIARIA E ADMINISTRADORA DE IMOVEIS ONIX LTDA,15997924060,SP,4,BOITUVA,18550000,R ZELIA DE LIMA ROSA 780
17077545000107,JOSIAS JORDAO SOUZA - ME,19989851191,SP,2,PIRACICABA,13401630,"AV LARANJAL PAULISTA, 3077, CAMPESTRE"
17077545000107,JOSIAS JORDAO SOUZA - ME,19994699005,SP,2,PIRACICABA,13401630,"AV LARANJAL PAULISTA, 3077, CAMPESTRE"
17470163000130,PIOTO E PEREIRA AUTOPECAS LTDA,16997426256,SP,4,PITANGUEIRAS,14750000,R RIO GRANDE DO NORTE 131
17470163000130,PIOTO E PEREIRA AUTOPECAS LTDA,16996398816,SP,4,PITANGUEIRAS,14750000,R RIO GRANDE DO NORTE 131
17470163000130,PIOTO E PEREIRA AUTOPECAS LTDA,16997989335,SP,4,PITANGUEIRAS,14750000,R RIO GRANDE DO NORTE 131
17470163000130,PIOTO E PEREIRA AUTOPECAS LTDA,16996325616,SP,4,PITANGUEIRAS,14750000,R RIO GRANDE DO NORTE 131
15135872000134,ASSOCIACAO DOS MORADORES DO LOT. RESID TERRAS DE JUNDIAI,11973719481,SP,1,JUNDIAI,13218628,R ANTONIO PEDRO DOS REIS
50787688000170,ASSOCIACAO DE PAIS E A.EX. SAO MIGUEL ARCANJO,15997159131,SP,1,S MIGUEL ARCANJO,18230000,R BENEDITO NUNES RATTO 40
11850076000122,J C FRANCISCO VARIEDADES,19998765918,SP,5,ARTUR NOGUEIRA,13160000,"R LUZIA VANCETO GAZOLLA, 519, SL 3"
